,customer_id,recency,frequency,monetary_value,R,F,M,rfm_score,RFM_level
498,592,200,4,3192.9399999999996,1,1,1,3,Require Activation
499,593,2,6,5682.7699999999995,4,3,2,9,Highly potential
500,594,34,9,11996.119999999999,3,4,4,11,Highly potential
501,595,185,3,3268.42,1,1,1,3,Require Activation
502,596,86,3,4864.710000000001,2,1,2,5,Promising
503,597,62,5,4299.400000000001,2,2,2,6,Loyal
504,598,132,7,5976.1900000000005,1,3,3,7,Require Activation
505,600,207,3,3893.54,1,1,1,3,Require Activation
506,601,59,5,5216.139999999999,2,2,2,6,Loyal
507,602,78,5,5591.280000000001,2,2,2,6,Loyal
508,603,50,7,8284.07,2,3,4,9,Highly potential
509,604,70,6,8162.76,2,3,4,9,Highly potential
510,605,3,8,9180.130000000001,4,4,4,12,Highly potential
511,606,56,6,6229.089999999999,2,3,3,8,Require Activation
512,607,59,10,12940.990000000002,2,4,4,10,Highly potential
513,608,86,8,9260.289999999999,2,4,4,10,Highly potential
514,609,37,4,3937.44,3,1,1,5,Promising
515,610,47,9,8135.950000000001,2,4,4,10,Highly potential
516,611,4,8,10622.380000000001,4,4,4,12,Highly potential
517,612,2,4,5011.469999999999,4,1,2,7,Require Activation
518,613,4,6,5898.85,4,3,3,10,Highly potential
519,615,43,4,6230.810000000001,3,1,3,7,Require Activation
520,617,21,4,3343.8599999999997,3,1,1,5,Promising
521,618,309,2,2207.71,1,1,1,3,Require Activation
522,619,66,7,7042.709999999999,2,3,3,8,Require Activation
523,620,104,8,5422.25,1,4,2,7,Require Activation
524,621,3,9,11872.47,4,4,4,12,Highly potential
525,623,94,3,5060.18,1,1,2,4,Needs Attention
526,624,91,3,5079.93,1,1,2,4,Needs Attention
527,625,17,6,5688.67,4,3,2,9,Highly potential
528,626,55,9,8102.3,2,4,4,10,Highly potential
529,628,55,5,5519.54,2,2,2,6,Loyal
530,629,65,8,6490.53,2,4,3,9,Highly potential
531,630,54,7,9406.55,2,3,4,9,Highly potential
532,631,17,6,3211.98,4,3,1,8,Require Activation
533,632,42,3,3911.85,3,1,1,5,Promising
534,633,2,7,7054.02,4,3,3,10,Highly potential
535,634,18,7,6314.14,4,3,3,10,Highly potential
536,635,40,6,3988.82,3,3,1,7,Require Activation
537,636,20,7,7808.710000000001,3,3,3,9,Highly potential
538,637,8,13,13899.73,4,4,4,12,Highly potential
539,639,9,6,5831.549999999999,4,3,2,9,Highly potential
540,640,11,8,11141.29,4,4,4,12,Highly potential
541,641,203,4,3853.3399999999997,1,1,1,3,Require Activation
542,642,25,7,5304.37,3,3,2,8,Require Activation
543,643,198,4,5034.78,1,1,2,4,Needs Attention
544,644,158,3,1808.74,1,1,1,3,Require Activation
545,645,117,7,9008.59,1,3,4,8,Require Activation
546,646,111,4,4809.5199999999995,1,1,2,4,Needs Attention
547,647,43,9,10703.609999999999,3,4,4,11,Highly potential
548,648,58,7,8410.929999999998,2,3,4,9,Highly potential
549,649,12,5,1718.19,4,2,1,7,Require Activation
550,650,51,6,7082.77,2,3,3,8,Require Activation
551,651,19,3,5028.17,4,1,2,7,Require Activation
552,652,6,9,10240.869999999999,4,4,4,12,Highly potential
553,653,38,5,4502.58,3,2,2,7,Require Activation
554,654,29,3,3391.62,3,1,1,5,Promising
555,655,52,6,8876.489999999998,2,3,4,9,Highly potential
556,656,11,8,8438.349999999999,4,4,4,12,Highly potential
557,658,98,5,5305.31,1,2,2,5,Promising
558,661,35,6,5564.07,3,3,2,8,Require Activation
559,662,87,7,6635.87,2,3,3,8,Require Activation
560,663,74,4,5447.210000000001,2,1,2,5,Promising
561,664,85,4,2941.31,2,1,1,4,Needs Attention
562,665,86,7,7378.3,2,3,3,8,Require Activation
563,666,42,5,5173.84,3,2,2,7,Require Activation
564,667,20,5,5826.33,3,2,2,7,Require Activation
565,668,7,7,7399.77,4,3,3,10,Highly potential
566,669,9,11,12187.94,4,4,4,12,Highly potential
567,670,117,4,4078.3999999999996,1,1,1,3,Require Activation
568,672,51,3,4786.219999999999,2,1,2,5,Promising
569,673,3,5,3435.2199999999993,4,2,1,7,Require Activation
570,674,116,6,6404.850000000001,1,3,3,7,Require Activation
571,675,1,3,4204.51,4,1,2,7,Require Activation
572,677,72,5,3703.870000000001,2,2,1,5,Promising
573,678,95,3,2079.27,1,1,1,3,Require Activation
574,679,63,10,8300.07,2,4,4,10,Highly potential
575,681,8,6,5888.740000000001,4,3,2,9,Highly potential
576,682,21,7,8280.35,3,3,4,10,Highly potential
577,686,38,5,4622.87,3,2,2,7,Require Activation
578,687,9,6,2828.68,4,3,1,8,Require Activation
579,688,82,4,5647.04,2,1,2,5,Promising
580,689,13,3,3614.25,4,1,1,6,Loyal
581,692,51,9,8189.469999999999,2,4,4,10,Highly potential
582,694,8,5,4359.78,4,2,2,8,Require Activation
583,695,17,8,10407.64,4,4,4,12,Highly potential
584,696,22,6,3720.1000000000004,3,3,1,7,Require Activation
585,697,12,4,5888.76,4,1,2,7,Require Activation
586,698,77,3,3362.66,2,1,1,4,Needs Attention
587,699,56,3,2655.81,2,1,1,4,Needs Attention
588,701,33,6,6285.290000000001,3,3,3,9,Highly potential
589,702,63,3,3825.66,2,1,1,4,Needs Attention
590,704,11,10,10881.810000000001,4,4,4,12,Highly potential
591,705,12,4,2127.8599999999997,4,1,1,6,Loyal
592,706,31,6,10040.499999999998,3,3,4,10,Highly potential
593,707,45,6,7563.61,3,3,3,9,Highly potential
594,708,176,3,3149.03,1,1,1,3,Require Activation
595,709,147,5,5948.8099999999995,1,2,3,6,Loyal
596,710,40,6,7830.880000000001,3,3,3,9,Highly potential
597,713,256,4,4564.42,1,1,2,4,Needs Attention
598,715,159,3,4278.66,1,1,2,4,Needs Attention
599,716,13,6,6680.780000000001,4,3,3,10,Highly potential
600,717,15,6,4696.910000000001,4,3,2,9,Highly potential
601,718,35,8,6777.429999999999,3,4,3,10,Highly potential
602,719,12,8,10796.76,4,4,4,12,Highly potential
603,720,21,10,13004.35,3,4,4,11,Highly potential
604,721,5,7,8883.609999999999,4,3,4,11,Highly potential
605,722,88,5,6548.610000000001,2,2,3,7,Require Activation
606,723,16,8,7012.59,4,4,3,11,Highly potential
607,724,24,8,9812.699999999999,3,4,4,11,Highly potential
608,725,4,11,13048.82,4,4,4,12,Highly potential
609,726,55,3,5134.71,2,1,2,5,Promising
610,727,62,6,8768.09,2,3,4,9,Highly potential
611,728,26,9,10919.45,3,4,4,11,Highly potential
612,729,2,9,14032.57,4,4,4,12,Highly potential
613,730,15,7,6529.49,4,3,3,10,Highly potential
614,732,65,5,6099.15,2,2,3,7,Require Activation
615,734,90,3,3346.12,1,1,1,3,Require Activation
616,735,88,4,6814.03,2,1,3,6,Loyal
617,736,12,5,5823.83,4,2,2,8,Require Activation
618,737,55,7,7386.14,2,3,3,8,Require Activation
619,739,2,10,9430.630000000001,4,4,4,12,Highly potential
620,742,11,6,6918.959999999999,4,3,3,10,Highly potential
621,743,90,4,4994.21,1,1,2,4,Needs Attention
622,746,44,6,4853.96,3,3,2,8,Require Activation
623,747,36,2,1801.98,3,1,1,5,Promising
624,748,47,9,8538.05,2,4,4,10,Highly potential
625,749,81,9,7591.94,2,4,3,9,Highly potential
626,750,59,6,7506.7300000000005,2,3,3,8,Require Activation
627,751,131,2,386.48,1,1,1,3,Require Activation
628,752,21,8,8004.32,3,4,3,10,Highly potential
629,753,16,8,11935.38,4,4,4,12,Highly potential
630,754,211,2,814.03,1,1,1,3,Require Activation
631,755,96,3,2071.78,1,1,1,3,Require Activation
632,756,26,6,3859.1699999999996,3,3,1,7,Require Activation
633,757,73,5,3967.6,2,2,1,5,Promising
634,759,24,8,7442.61,3,4,3,10,Highly potential
635,760,27,9,8569.289999999999,3,4,4,11,Highly potential
636,761,146,5,6483.680000000001,1,2,3,6,Loyal
637,762,86,5,3989.6800000000003,2,2,1,5,Promising
638,763,75,6,6989.88,2,3,3,8,Require Activation
639,764,80,3,3627.46,2,1,1,4,Needs Attention
640,767,43,5,6197.59,3,2,3,8,Require Activation
641,768,6,9,9425.52,4,4,4,12,Highly potential
642,769,20,8,9694.79,3,4,4,11,Highly potential
643,770,50,6,6789.79,2,3,3,8,Require Activation
644,772,3,6,8421.58,4,3,4,11,Highly potential
645,774,144,1,1311.44,1,1,1,3,Require Activation
646,775,59,7,6985.21,2,3,3,8,Require Activation
647,776,14,9,9151.17,4,4,4,12,Highly potential
648,777,28,6,5113.99,3,3,2,8,Require Activation
649,778,264,3,2604.1800000000003,1,1,1,3,Require Activation
650,779,83,4,3079.5,2,1,1,4,Needs Attention
651,781,126,5,3763.46,1,2,1,4,Needs Attention
652,782,26,6,10216.48,3,3,4,10,Highly potential
653,783,97,5,6170.6,1,2,3,6,Loyal
654,784,144,2,760.18,1,1,1,3,Require Activation
655,785,19,6,4304.54,4,3,2,9,Highly potential
656,788,40,5,4638.62,3,2,2,7,Require Activation
657,789,5,8,4497.3,4,4,2,10,Highly potential
658,791,124,6,6605.22,1,3,3,7,Require Activation
659,792,18,6,6907.9000000000015,4,3,3,10,Highly potential
660,793,2,10,12116.109999999999,4,4,4,12,Highly potential
661,794,23,7,7832.739999999999,3,3,3,9,Highly potential
662,795,19,5,5980.89,4,2,3,9,Highly potential
663,796,7,7,6097.050000000001,4,3,3,10,Highly potential
664,797,22,4,4668.490000000001,3,1,2,6,Loyal
665,798,22,3,4285.05,3,1,2,6,Loyal
666,800,86,6,6283.9,2,3,3,8,Require Activation
667,801,183,2,1074.8,1,1,1,3,Require Activation
668,802,96,6,7508.74,1,3,3,7,Require Activation
669,803,67,6,3818.2500000000005,2,3,1,6,Loyal
670,804,42,3,3480.5,3,1,1,5,Promising
671,805,123,6,6966.17,1,3,3,7,Require Activation
672,806,32,4,4854.46,3,1,2,6,Loyal
673,807,81,4,4367.13,2,1,2,5,Promising
674,808,124,3,3676.8199999999997,1,1,1,3,Require Activation
675,809,46,4,3653.47,2,1,1,4,Needs Attention
676,810,69,4,4539.42,2,1,2,5,Promising
677,811,175,3,1388.0299999999997,1,1,1,3,Require Activation
678,813,51,5,4386.05,2,2,2,6,Loyal
679,814,49,3,4661.23,2,1,2,5,Promising
680,816,54,3,1548.1299999999999,2,1,1,4,Needs Attention
681,817,17,5,5340.0,4,2,2,8,Require Activation
682,818,41,6,6141.459999999999,3,3,3,9,Highly potential
683,819,44,5,5033.210000000001,3,2,2,7,Require Activation
684,821,34,5,4826.39,3,2,2,7,Require Activation
685,822,329,1,2005.66,1,1,1,3,Require Activation
686,823,24,6,9755.810000000001,3,3,4,10,Highly potential
687,824,10,4,6017.27,4,1,3,8,Require Activation
688,825,11,6,4476.59,4,3,2,9,Highly potential
689,826,5,4,4829.57,4,1,2,7,Require Activation
690,829,13,6,9236.19,4,3,4,11,Highly potential
691,830,150,6,6106.9400000000005,1,3,3,7,Require Activation
692,831,12,5,4245.84,4,2,2,8,Require Activation
693,832,18,11,12410.17,4,4,4,12,Highly potential
694,833,26,8,8852.31,3,4,4,11,Highly potential
695,834,19,4,3595.5299999999997,4,1,1,6,Loyal
696,835,8,8,8541.23,4,4,4,12,Highly potential
697,836,73,4,3562.2000000000003,2,1,1,4,Needs Attention
698,837,158,3,3406.25,1,1,1,3,Require Activation
699,838,42,4,3724.8199999999997,3,1,1,5,Promising
700,840,39,6,8144.96,3,3,4,10,Highly potential
701,841,151,7,10936.199999999999,1,3,4,8,Require Activation
702,842,56,3,2614.8,2,1,1,4,Needs Attention
703,843,3,6,4090.1900000000005,4,3,1,8,Require Activation
704,844,32,9,12523.550000000001,3,4,4,11,Highly potential
705,845,98,4,3639.4299999999994,1,1,1,3,Require Activation
706,846,83,3,4385.62,2,1,2,5,Promising
707,847,115,4,4928.17,1,1,2,4,Needs Attention
708,848,141,4,4711.04,1,1,2,4,Needs Attention
709,849,28,6,6086.660000000001,3,3,3,9,Highly potential
710,850,35,8,7476.789999999999,3,4,3,10,Highly potential
711,851,10,4,5346.999999999999,4,1,2,7,Require Activation
712,853,65,9,12711.369999999997,2,4,4,10,Highly potential
713,854,9,4,3992.51,4,1,1,6,Loyal
714,855,105,4,7241.66,1,1,3,5,Promising
715,856,2,7,6845.040000000001,4,3,3,10,Highly potential
716,858,12,6,5654.55,4,3,2,9,Highly potential
717,859,19,6,6979.780000000001,4,3,3,10,Highly potential
718,861,55,5,5226.41,2,2,2,6,Loyal
719,862,55,1,774.53,2,1,1,4,Needs Attention
720,863,70,4,2288.23,2,1,1,4,Needs Attention
721,865,122,7,7192.900000000001,1,3,3,7,Require Activation
722,866,99,5,7599.92,1,2,3,6,Loyal
723,867,294,5,6543.92,1,2,3,6,Loyal
724,868,84,6,7529.64,2,3,3,8,Require Activation
725,870,101,7,6201.42,1,3,3,7,Require Activation
726,872,172,1,290.62,1,1,1,3,Require Activation
727,873,32,5,4426.2,3,2,2,7,Require Activation
728,875,64,6,6933.689999999999,2,3,3,8,Require Activation
729,876,17,3,2732.4700000000003,4,1,1,6,Loyal
730,877,18,9,9182.89,4,4,4,12,Highly potential
731,878,80,3,4531.79,2,1,2,5,Promising
732,880,63,3,4774.51,2,1,2,5,Promising
733,881,148,3,5353.860000000001,1,1,2,4,Needs Attention
734,884,2,5,9210.74,4,2,4,10,Highly potential
735,885,8,3,3628.94,4,1,1,6,Loyal
736,886,2,7,9025.03,4,3,4,11,Highly potential
737,888,69,5,5750.620000000001,2,2,2,6,Loyal
738,889,37,5,4366.950000000001,3,2,2,7,Require Activation
739,890,166,4,4485.6,1,1,2,4,Needs Attention
740,891,13,5,6442.05,4,2,3,9,Highly potential
741,893,76,7,9202.85,2,3,4,9,Highly potential
742,894,49,8,7512.4800000000005,2,4,3,9,Highly potential
743,896,39,4,4448.32,3,1,2,6,Loyal
744,897,130,6,7311.98,1,3,3,7,Require Activation
745,898,206,1,478.16,1,1,1,3,Require Activation
746,899,50,6,4240.0599999999995,2,3,2,7,Require Activation
747,900,13,4,2446.4399999999996,4,1,1,6,Loyal
748,902,15,9,9408.529999999999,4,4,4,12,Highly potential
749,904,38,4,5063.82,3,1,2,6,Loyal
750,905,106,8,6801.49,1,4,3,8,Require Activation
751,906,17,9,12920.29,4,4,4,12,Highly potential
752,907,27,7,3448.8699999999994,3,3,1,7,Require Activation
753,909,190,5,8560.51,1,2,4,7,Require Activation
754,910,273,2,1932.55,1,1,1,3,Require Activation
755,911,57,5,3792.6,2,2,1,5,Promising
756,912,41,7,7206.5199999999995,3,3,3,9,Highly potential
757,914,107,5,5533.82,1,2,2,5,Promising
758,915,29,5,4802.6,3,2,2,7,Require Activation
759,917,36,8,7452.88,3,4,3,10,Highly potential
760,918,17,5,5684.7,4,2,2,8,Require Activation
761,919,81,9,10701.039999999999,2,4,4,10,Highly potential
762,920,91,6,6259.75,1,3,3,7,Require Activation
763,921,45,7,10039.390000000001,3,3,4,10,Highly potential
764,922,189,1,569.56,1,1,1,3,Require Activation
765,923,33,7,6019.1900000000005,3,3,3,9,Highly potential
766,924,110,8,7663.969999999999,1,4,3,8,Require Activation
767,925,13,9,10701.39,4,4,4,12,Highly potential
768,926,13,6,5627.58,4,3,2,9,Highly potential
769,928,12,8,6370.6900000000005,4,4,3,11,Highly potential
770,929,57,5,4985.79,2,2,2,6,Loyal
771,930,148,2,1431.17,1,1,1,3,Require Activation
772,931,71,5,6046.89,2,2,3,7,Require Activation
773,932,4,6,4854.48,4,3,2,9,Highly potential
774,933,1,5,7598.65,4,2,3,9,Highly potential
775,934,1,7,8420.859999999999,4,3,4,11,Highly potential
776,935,54,7,8652.220000000001,2,3,4,9,Highly potential
777,936,33,11,15702.070000000002,3,4,4,11,Highly potential
778,937,16,5,4550.33,4,2,2,8,Require Activation
779,939,32,4,5121.02,3,1,2,6,Loyal
780,940,53,5,6172.42,2,2,3,7,Require Activation
781,941,34,10,17898.46,3,4,4,11,Highly potential
782,942,214,2,2265.36,1,1,1,3,Require Activation
783,943,113,6,7886.52,1,3,3,7,Require Activation
784,945,15,7,9247.25,4,3,4,11,Highly potential
785,946,3,8,10866.75,4,4,4,12,Highly potential
786,947,81,5,5493.35,2,2,2,6,Loyal
787,948,101,3,3541.5999999999995,1,1,1,3,Require Activation
788,949,89,6,6945.27,2,3,3,8,Require Activation
789,951,7,6,4934.83,4,3,2,9,Highly potential
790,952,47,5,6239.169999999999,2,2,3,7,Require Activation
791,954,114,4,5686.31,1,1,2,4,Needs Attention
792,955,14,7,3915.94,4,3,1,8,Require Activation
793,956,174,3,3675.74,1,1,1,3,Require Activation
794,957,39,5,4868.3,3,2,2,7,Require Activation
795,958,35,6,5470.13,3,3,2,8,Require Activation
796,959,77,6,5701.849999999999,2,3,2,7,Require Activation
797,960,79,4,5971.35,2,1,3,6,Loyal
798,961,65,3,3792.14,2,1,1,4,Needs Attention
799,962,3,7,5930.27,4,3,3,10,Highly potential
800,963,61,12,12068.12,2,4,4,10,Highly potential
801,964,2,5,4224.59,4,2,2,8,Require Activation
802,965,61,4,5232.650000000001,2,1,2,5,Promising
803,966,14,4,1885.6100000000001,4,1,1,6,Loyal
804,967,67,4,5974.77,2,1,3,6,Loyal
805,968,36,6,7331.34,3,3,3,9,Highly potential
806,969,18,5,6968.38,4,2,3,9,Highly potential
807,970,34,5,6237.67,3,2,3,8,Require Activation
808,971,49,5,5862.57,2,2,2,6,Loyal
809,972,176,2,3318.8099999999995,1,1,1,3,Require Activation
810,973,9,8,12724.26,4,4,4,12,Highly potential
811,974,7,6,6929.71,4,3,3,10,Highly potential
812,976,171,6,6710.56,1,3,3,7,Require Activation
813,977,42,5,5149.34,3,2,2,7,Require Activation
814,978,193,5,4373.97,1,2,2,5,Promising
815,979,6,5,7486.820000000001,4,2,3,9,Highly potential
816,980,178,4,5656.34,1,1,2,4,Needs Attention
817,982,56,6,2794.75,2,3,1,6,Loyal
818,984,57,8,6208.719999999999,2,4,3,9,Highly potential
819,985,15,4,5554.1900000000005,4,1,2,7,Require Activation
820,986,76,8,8673.32,2,4,4,10,Highly potential
821,987,23,8,8979.65,3,4,4,11,Highly potential
822,988,113,2,769.14,1,1,1,3,Require Activation
823,989,26,4,5497.839999999999,3,1,2,6,Loyal
824,990,12,7,8441.6,4,3,4,11,Highly potential
825,991,148,6,7774.3,1,3,3,7,Require Activation
826,993,1,9,8086.79,4,4,4,12,Highly potential
827,994,43,5,3901.01,3,2,1,6,Loyal
828,995,12,7,9379.04,4,3,4,11,Highly potential
829,997,60,7,6397.73,2,3,3,8,Require Activation
830,998,322,2,1565.5500000000002,1,1,1,3,Require Activation
831,999,77,9,14166.419999999998,2,4,4,10,Highly potential
832,1000,1,9,10183.7,4,4,4,12,Highly potential
833,1001,43,7,6233.509999999999,3,3,3,9,Highly potential
834,1002,156,4,5038.32,1,1,2,4,Needs Attention
835,1003,48,9,9111.19,2,4,4,10,Highly potential
836,1004,204,6,8437.869999999999,1,3,4,8,Require Activation
837,1005,160,5,7863.759999999999,1,2,3,6,Loyal
838,1006,38,8,9481.25,3,4,4,11,Highly potential
839,1008,18,4,5409.6900000000005,4,1,2,7,Require Activation
840,1009,55,4,5716.2,2,1,2,5,Promising
841,1010,127,3,1501.59,1,1,1,3,Require Activation
842,1011,243,3,3940.1800000000003,1,1,1,3,Require Activation
843,1012,10,4,5094.62,4,1,2,7,Require Activation
844,1013,96,6,7207.57,1,3,3,7,Require Activation
845,1014,5,7,6269.75,4,3,3,10,Highly potential
846,1015,27,6,7096.789999999999,3,3,3,9,Highly potential
847,1016,67,6,5697.799999999999,2,3,2,7,Require Activation
848,1017,227,3,5234.68,1,1,2,4,Needs Attention
849,1018,27,5,6164.88,3,2,3,8,Require Activation
850,1019,43,5,5805.35,3,2,2,7,Require Activation
851,1021,29,8,9624.449999999999,3,4,4,11,Highly potential
852,1022,84,5,8161.4,2,2,4,8,Require Activation
853,1024,35,8,9592.03,3,4,4,11,Highly potential
854,1025,61,8,8141.290000000001,2,4,4,10,Highly potential
855,1027,25,6,6580.15,3,3,3,9,Highly potential
856,1028,9,7,12001.41,4,3,4,11,Highly potential
857,1029,31,6,6223.08,3,3,3,9,Highly potential
858,1030,40,8,10951.8,3,4,4,11,Highly potential
859,1031,47,3,2352.9300000000003,2,1,1,4,Needs Attention
860,1032,31,8,6902.839999999999,3,4,3,10,Highly potential
861,1035,14,3,1327.0600000000002,4,1,1,6,Loyal
862,1036,163,5,7125.260000000001,1,2,3,6,Loyal
863,1037,74,8,6925.18,2,4,3,9,Highly potential
864,1040,162,4,4072.6499999999996,1,1,1,3,Require Activation
865,1042,36,3,4585.77,3,1,2,6,Loyal
866,1043,155,8,10994.24,1,4,4,9,Highly potential
867,1046,53,5,3846.1,2,2,1,5,Promising
868,1047,58,7,5171.35,2,3,2,7,Require Activation
869,1048,134,7,6677.74,1,3,3,7,Require Activation
870,1049,33,10,11130.050000000001,3,4,4,11,Highly potential
871,1050,27,6,4722.12,3,3,2,8,Require Activation
872,1051,180,5,4878.81,1,2,2,5,Promising
873,1052,1,6,8478.41,4,3,4,11,Highly potential
874,1054,6,8,8433.75,4,4,4,12,Highly potential
875,1055,207,2,924.06,1,1,1,3,Require Activation
876,1056,25,7,7920.27,3,3,3,9,Highly potential
877,1057,113,3,4028.4700000000003,1,1,1,3,Require Activation
878,1058,117,3,2308.7200000000003,1,1,1,3,Require Activation
879,1059,23,2,2449.81,3,1,1,5,Promising
880,1060,188,6,9606.77,1,3,4,8,Require Activation
881,1062,3,6,7619.47,4,3,3,10,Highly potential
882,1063,47,6,5833.22,2,3,2,7,Require Activation
883,1064,140,3,5404.67,1,1,2,4,Needs Attention
884,1065,80,6,4709.66,2,3,2,7,Require Activation
885,1066,167,3,2637.5299999999997,1,1,1,3,Require Activation
886,1067,233,2,1854.93,1,1,1,3,Require Activation
887,1069,205,5,6910.5,1,2,3,6,Loyal
888,1070,1,4,5754.660000000001,4,1,2,7,Require Activation
889,1072,47,3,3697.58,2,1,1,4,Needs Attention
890,1073,18,6,6454.89,4,3,3,10,Highly potential
891,1074,17,8,9370.01,4,4,4,12,Highly potential
892,1075,68,6,6597.82,2,3,3,8,Require Activation
893,1076,10,12,14390.1,4,4,4,12,Highly potential
894,1078,19,5,3640.22,4,2,1,7,Require Activation
895,1079,18,4,3829.1099999999997,4,1,1,6,Loyal
896,1080,48,3,3133.43,2,1,1,4,Needs Attention
897,1081,12,5,6119.719999999999,4,2,3,9,Highly potential
898,1083,267,2,2418.19,1,1,1,3,Require Activation
899,1084,5,11,11437.05,4,4,4,12,Highly potential
900,1085,65,4,2487.7000000000003,2,1,1,4,Needs Attention
901,1086,14,9,8640.220000000001,4,4,4,12,Highly potential
902,1087,15,3,3535.79,4,1,1,6,Loyal
903,1088,14,6,6230.39,4,3,3,10,Highly potential
904,1089,152,7,6202.849999999999,1,3,3,7,Require Activation
905,1092,203,5,4893.72,1,2,2,5,Promising
906,1093,100,9,12492.4,1,4,4,9,Highly potential
907,1094,44,7,7255.12,3,3,3,9,Highly potential
908,1095,15,4,6916.039999999999,4,1,3,8,Require Activation
909,1096,56,5,3865.37,2,2,1,5,Promising
910,1097,189,3,2378.51,1,1,1,3,Require Activation
911,1098,9,8,7594.290000000001,4,4,3,11,Highly potential
912,1099,111,2,1248.96,1,1,1,3,Require Activation
913,1100,46,3,2767.35,2,1,1,4,Needs Attention
914,1101,114,5,6377.620000000001,1,2,3,6,Loyal
915,1102,22,8,8832.98,3,4,4,11,Highly potential
916,1103,33,12,15447.920000000002,3,4,4,11,Highly potential
917,1104,12,7,6458.3,4,3,3,10,Highly potential
918,1105,17,2,3965.4399999999996,4,1,1,6,Loyal
919,1106,25,9,11078.47,3,4,4,11,Highly potential
920,1107,49,5,3752.08,2,2,1,5,Promising
921,1108,13,4,1790.0,4,1,1,6,Loyal
922,1109,209,3,2411.02,1,1,1,3,Require Activation
923,1110,18,6,7310.360000000001,4,3,3,10,Highly potential
924,1111,21,7,6922.7,3,3,3,9,Highly potential
925,1113,27,9,10999.369999999999,3,4,4,11,Highly potential
926,1114,65,4,4156.4,2,1,2,5,Promising
927,1115,3,9,9270.03,4,4,4,12,Highly potential
928,1116,8,3,4932.34,4,1,2,7,Require Activation
929,1117,137,10,8604.73,1,4,4,9,Highly potential
930,1118,39,4,3365.1899999999996,3,1,1,5,Promising
931,1120,2,5,3916.82,4,2,1,7,Require Activation
932,1121,8,2,2973.36,4,1,1,6,Loyal
933,1124,45,3,3731.08,3,1,1,5,Promising
934,1125,30,5,3793.5699999999997,3,2,1,6,Loyal
935,1126,20,4,4725.4400000000005,3,1,2,6,Loyal
936,1127,137,4,5261.43,1,1,2,4,Needs Attention
937,1128,27,5,5855.4400000000005,3,2,2,7,Require Activation
938,1130,118,5,6301.280000000001,1,2,3,6,Loyal
939,1131,54,7,9150.94,2,3,4,9,Highly potential
940,1132,45,8,9603.1,3,4,4,11,Highly potential
941,1134,4,7,6797.389999999999,4,3,3,10,Highly potential
942,1135,165,3,3530.65,1,1,1,3,Require Activation
943,1136,36,5,5369.95,3,2,2,7,Require Activation
944,1137,6,9,8092.310000000001,4,4,4,12,Highly potential
945,1138,125,6,7506.16,1,3,3,7,Require Activation
946,1139,70,4,3684.36,2,1,1,4,Needs Attention
947,1140,7,11,12657.130000000001,4,4,4,12,Highly potential
948,1142,39,4,4828.389999999999,3,1,2,6,Loyal
949,1143,5,5,7112.88,4,2,3,9,Highly potential
950,1144,18,7,9425.65,4,3,4,11,Highly potential
951,1146,74,2,2213.67,2,1,1,4,Needs Attention
952,1147,166,6,8766.87,1,3,4,8,Require Activation
953,1148,9,3,3426.09,4,1,1,6,Loyal
954,1149,189,4,5793.360000000001,1,1,2,4,Needs Attention
955,1150,104,5,8439.82,1,2,4,7,Require Activation
956,1151,76,5,5819.58,2,2,2,6,Loyal
957,1152,25,8,9434.77,3,4,4,11,Highly potential
958,1153,18,5,3306.2400000000002,4,2,1,7,Require Activation
959,1154,132,6,3442.7799999999997,1,3,1,5,Promising
960,1155,30,7,5342.129999999999,3,3,2,8,Require Activation
961,1156,41,4,5965.44,3,1,3,7,Require Activation
962,1157,86,7,7726.53,2,3,3,8,Require Activation
963,1158,3,7,9091.98,4,3,4,11,Highly potential
964,1159,7,4,5803.34,4,1,2,7,Require Activation
965,1160,164,3,3192.0099999999998,1,1,1,3,Require Activation
966,1161,13,4,4151.98,4,1,2,7,Require Activation
967,1162,137,4,5369.27,1,1,2,4,Needs Attention
968,1163,49,5,2853.67,2,2,1,5,Promising
969,1164,154,3,2164.22,1,1,1,3,Require Activation
970,1165,11,9,6796.879999999999,4,4,3,11,Highly potential
971,1166,15,6,7638.8,4,3,3,10,Highly potential
972,1167,11,4,4106.64,4,1,1,6,Loyal
973,1168,60,7,10263.160000000002,2,3,4,9,Highly potential
974,1169,63,7,7605.57,2,3,3,8,Require Activation
975,1170,87,5,6345.1,2,2,3,7,Require Activation
976,1171,35,9,9811.45,3,4,4,11,Highly potential
977,1172,45,5,6054.04,3,2,3,8,Require Activation
978,1173,109,3,2042.9699999999998,1,1,1,3,Require Activation
979,1175,219,2,2449.24,1,1,1,3,Require Activation
980,1176,78,4,3909.54,2,1,1,4,Needs Attention
981,1177,88,8,8367.47,2,4,4,10,Highly potential
982,1178,45,8,10226.15,3,4,4,11,Highly potential
983,1179,8,4,6441.950000000001,4,1,3,8,Require Activation
984,1180,60,4,3870.83,2,1,1,4,Needs Attention
985,1181,45,10,9928.329999999998,3,4,4,11,Highly potential
986,1182,6,6,6422.9400000000005,4,3,3,10,Highly potential
987,1183,154,5,7060.07,1,2,3,6,Loyal
988,1184,6,6,7155.030000000001,4,3,3,10,Highly potential
989,1185,10,3,1957.1499999999999,4,1,1,6,Loyal
990,1186,34,6,5299.349999999999,3,3,2,8,Require Activation
991,1188,19,2,3043.9,4,1,1,6,Loyal
